doi	institution	journal_full_title	journal_discipline	journal_ISSN	journal_eISSN	year	publisher
10.1007/s00787-018-1188-y	gu	European Child & Adolescent Psychiatry	Medicine & Public Health	1018-8827	1435-165X	2018	Springer
10.1007/s12020-018-1694-1	umu	Endocrine	Medicine & Public Health	1355-008X	1559-0100	2018	Springer
10.3758/s13428-018-1095-7	lu	Behavior Research Methods	Psychology		1554-3528	2018	Springer
10.1007/s11266-018-0021-z	lu	VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations	Social Sciences	0957-8765	1573-7888	2018	Springer
10.1007/s13361-018-2009-8	su	Journal of The American Society for Mass Spectrometry	Chemistry	1044-0305	1879-1123	2018	Springer
10.1007/s12599-018-0550-4	umu	Business & Information Systems Engineering	Business and Management	2363-7005	1867-0202	2018	Springer
10.1007/s10758-018-9376-x	su	"Technology, Knowledge and Learning"	Education	2211-1662	2211-1670	2018	Springer
10.1007/s10543-018-0716-y	lu	BIT Numerical Mathematics	Mathematics	0006-3835	1572-9125	2018	Springer
10.1007/s11135-018-0786-6	su	Quality & Quantity	Social Sciences	0033-5177	1573-7845	2018	Springer
10.1007/s00226-018-1039-5	cth	Wood Science and Technology	Life Sciences	0043-7719	1432-5225	2018	Springer
10.1007/s00442-018-4220-5	slu	Oecologia	Life Sciences	0029-8549	1432-1939	2018	Springer
10.1007/s00382-018-4373-2	su	Climate Dynamics	Earth Sciences	0930-7575	1432-0894	2018	Springer
10.1007/s10237-018-1053-4	liu	Biomechanics and Modeling in Mechanobiology	Engineering	1617-7959	1617-7940	2018	Springer
10.1007/s10961-018-9680-6	kth	The Journal of Technology Transfer	Business and Management	0892-9912	1573-7047	2018	Springer
10.1007/s10865-018-9949-0	ki	Journal of Behavioral Medicine	Medicine & Public Health	0160-7715	1573-3521	2018	Springer
10.1007/s10899-018-9791-x	gu	Journal of Gambling Studies	Medicine & Public Health		1573-3602	2018	Springer
10.1007/s11837-018-3008-8	kth	JOM	Engineering	1047-4838	1543-1851	2018	Springer
10.1007/s13524-018-0693-4	lu	Demography	Social Sciences	0070-3370	1533-7790	2018	Springer
10.1007/s12116-018-9268-z	lu	Studies in Comparative International Development	Social Sciences	0039-3606	1936-6167	2018	Springer
10.1007/s11625-018-0604-z	kth	Sustainability Science	Environment	1862-4065	1862-4057	2018	Springer
10.1007/s40258-018-0408-4	ki	Applied Health Economics and Health Policy	Medicine & Public Health	1175-5652	1179-1896	2018	Springer
10.1007/s00023-018-0699-x	kth	Annales Henri PoincarXXX	Physics	1424-0637	1424-0661	2018	Springer
10.1007/s10182-018-00329-x	umu	AStA Advances in Statistical Analysis	Statistics			2018	Springer
10.1007/s13280-018-1088-x	su	Ambio	Environment	0044-7447	1654-7209	2018	Springer
10.1007/s10516-018-9394-2	gu	Axiomathes	Philosophy	1122-1151	1572-8390	2018	Springer
10.1007/s10784-018-9410-4	su	"International Environmental Agreements: Politics, Law and Economics"	Environment	1567-9764	1573-1553	2018	Springer
10.1007/s10689-018-0098-y	umu	Familial Cancer	Biomedicine	1389-9600	1573-7292	2018	Springer
10.1007/s10846-018-0892-7	umu	Journal of Intelligent & Robotic Systems	Engineering	0921-0296	1573-0409	2018	Springer
10.1007/s00259-018-4107-z	uu	European Journal of Nuclear Medicine and Molecular Imaging	Medicine & Public Health	1619-7070	1619-7089	2018	Springer
10.1007/s00784-018-2573-0	mau	Clinical Oral Investigations	Dentistry	1432-6981	1436-3771	2018	Springer
10.1007/s00211-018-0989-8	umu	Numerische Mathematik	Mathematics	0029-599X	0945-3245	2018	Springer
10.1007/s00125-018-4700-5	gu	Diabetologia	Medicine & Public Health	0012-186X	1432-0428	2018	Springer
10.1007/s10040-018-1855-6	kth	Hydrogeology Journal	Earth Sciences	1431-2174	1435-0157	2018	Springer
10.1007/s10111-018-0513-z	uu	"Cognition, Technology & Work"	Computer Science	1435-5558	1435-5566	2018	Springer
10.1007/s11085-018-9867-0	cth	Oxidation of Metals	Materials Science	0030-770X	1573-4889	2018	Springer
10.1007/s00453-018-0492-8	lu	Algorithmica	Computer Science	0178-4617	1432-0541	2018	Springer
10.1007/s00245-018-9518-5	uu	Applied Mathematics & Optimization	Mathematics	0095-4616	1432-0606	2018	Springer
10.1007/s10915-018-0792-9	lu	Journal of Scientific Computing	Mathematics	0885-7474	1573-7691	2018	Springer
10.1007/s10924-018-1300-x	hb	Journal of Polymers and the Environment	Chemistry	1566-2543	1572-8919	2018	Springer
10.1007/s11187-018-0085-6	sh	Small Business Economics	Business and Management	0921-898X	1573-0913	2018	Springer
10.1007/s10687-018-0331-y	cth	Extremes	Statistics	1386-1999	1572-915X	2018	Springer
10.1007/s11301-018-0147-5	ltu	Management Review Quarterly	Business and Management	2198-1620	2198-1639	2018	Springer
10.1007/s00772-018-0414-8	uu	GefXXXsschirurgie	Medicine & Public Health	0948-7034	1434-3932	2018	Springer
10.1007/s11225-018-9825-5	su	Studia Logica	Philosophy	0039-3215	1572-8730	2018	Springer
10.1007/s10677-018-9913-7	lu	Ethical Theory and Moral Practice	Philosophy	1386-2820	1572-8447	2018	Springer
10.1007/s10677-018-9908-4	uu	Ethical Theory and Moral Practice	Philosophy	1386-2820	1572-8447	2018	Springer
10.1007/s11205-018-1981-5	ki	Social Indicators Research	Social Sciences	0303-8300	1573-0921	2018	Springer
10.1007/s10677-018-9926-2	lu	Ethical Theory and Moral Practice	Philosophy	1386-2820	1572-8447	2018	Springer
10.1007/s10270-018-0692-3	hj	Software & Systems Modeling	Computer Science	1619-1366	1619-1374	2018	Springer
10.1007/s00468-018-1747-3	slu	Trees	Life Sciences	0931-1890	1432-2285	2018	Springer
10.1007/s00484-018-1588-1	umu	International Journal of Biometeorology	Environment	0020-7128	1432-1254	2018	Springer
10.1007/s11858-018-0972-y	mdh	ZDM	Education	1863-9690	1863-9704	2018	Springer
10.1007/s11367-018-1500-6	lu	The International Journal of Life Cycle Assessment	Environment	0948-3349	1614-7502	2018	Springer
10.1007/s11701-018-0864-8	ki	Journal of Robotic Surgery	Medicine & Public Health	1863-2483	1863-2491	2018	Springer
10.1007/s40489-018-0147-3	su	Review Journal of Autism and Developmental Disorders	Psychology	2195-7177	2195-7185	2018	Springer
10.1007/s11625-018-0611-0	su	Sustainability Science	Environment	1862-4065	1862-4057	2018	Springer
10.1007/s11192-018-2872-x	liu	Scientometrics	Computer Science	0138-9130	1588-2861	2018	Springer
10.1007/s00018-018-2898-5	liu	Cellular and Molecular Life Sciences	Life Sciences	1420-682X	1420-9071	2018	Springer
10.1007/s13365-018-0665-x	gu	Journal of NeuroVirology	Biomedicine	1355-0284	1538-2443	2018	Springer
10.1007/s10456-018-9642-5	lu	Angiogenesis	Biomedicine	0969-6970	1573-7209	2018	Springer
10.1007/s11113-018-9485-1	su	Population Research and Policy Review	Social Sciences	0167-5923	1573-7829	2018	Springer
10.1007/s11207-018-1341-2	su	Solar Physics	Physics	0038-0938	1573-093X	2018	Springer
10.1007/s11111-018-0302-x	umu	Population and Environment	Social Sciences	0199-0039	1573-7810	2018	Springer
10.1007/s12134-018-0610-0	gu	Journal of International Migration and Integration	Social Sciences	1488-3473	1874-6365	2018	Springer
10.1007/s10677-018-9912-8	uu	Ethical Theory and Moral Practice	Philosophy	1386-2820	1572-8447	2018	Springer
10.1007/s00394-018-1792-0	ki	European Journal of Nutrition	Chemistry	1436-6207	1436-6215	2018	Springer
10.1007/s00382-018-4384-z	su	Climate Dynamics	Earth Sciences	0930-7575	1432-0894	2018	Springer
10.1007/s10237-018-1074-z	kth	Biomechanics and Modeling in Mechanobiology	Engineering	1617-7959	1617-7940	2018	Springer
10.1007/s00170-018-2623-4	cth	The International Journal of Advanced Manufacturing Technology	Engineering	0268-3768	1433-3015	2018	Springer
10.1007/s12144-018-9971-y	hj	Current Psychology	Psychology	1046-1310	1936-4733	2018	Springer
10.1007/s00592-018-1201-4	lu	Acta Diabetologica	Medicine & Public Health	0940-5429	1432-5233	2018	Springer
10.1007/s10334-018-0697-5	gu	"Magnetic Resonance Materials in Physics, Biology and Medicine"	Medicine & Public Health	0968-5243	1352-8661	2018	Springer
10.1007/s10494-018-9964-9	kth	"Flow, Turbulence and Combustion"	Engineering	1386-6184	1573-1987	2018	Springer
10.1007/s11250-018-1679-3	slu	Tropical Animal Health and Production	Life Sciences	0049-4747	1573-7438	2018	Springer
10.1007/s00367-018-0546-6	lnu	Geo-Marine Letters	Earth Sciences	0276-0460	1432-1157	2018	Springer
10.1007/s10198-018-1003-1	lu	The European Journal of Health Economics	Medicine & Public Health	1618-7598	1618-7601	2018	Springer
10.1007/s00125-018-4706-z	lu	Diabetologia	Medicine & Public Health	0012-186X	1432-0428	2018	Springer
10.1007/s10096-018-3365-9	oru	European Journal of Clinical Microbiology & Infectious Diseases	Biomedicine	0934-9723	1435-4373	2018	Springer
10.1007/s00784-018-2588-6	mau	Clinical Oral Investigations	Dentistry	1432-6981	1436-3771	2018	Springer
10.1007/s00296-018-4133-y	umu	Rheumatology International	Medicine & Public Health	0172-8172	1437-160X	2018	Springer
10.1007/s11367-018-1523-z	cth	The International Journal of Life Cycle Assessment	Environment	0948-3349	1614-7502	2018	Springer
10.1007/s00163-018-0294-7	bth	Research in Engineering Design	Engineering	0934-9839	1435-6066	2018	Springer
10.1007/s10555-018-9760-y	lu	Cancer and Metastasis Reviews	Biomedicine	0167-7659	1573-7233	2018	Springer
10.1208/s12248-018-0249-y	uu	The AAPS Journal	Biomedicine		1550-7416	2018	Springer
10.1007/s10682-018-9951-6	lu	Evolutionary Ecology	Life Sciences	0269-7653	1573-8477	2018	Springer
10.1007/s42001-018-0022-0	bth	Journal of Computational Social Science	Social Sciences	2432-2717	2432-2725	2018	Springer
10.1007/s11120-018-0566-0	gu	Photosynthesis Research	Life Sciences	0166-8595	1573-5079	2018	Springer
10.1007/s11406-018-0014-6	gu	Philosophia	Philosophy	0048-3893	1574-9274	2018	Springer
10.1007/s12053-018-9719-4	lnu	Energy Efficiency	Engineering	1570-646X	1570-6478	2018	Springer
10.1007/s00484-018-1600-9	lu	International Journal of Biometeorology	Environment	0020-7128	1432-1254	2018	Springer
10.1007/s00392-018-1360-x	gih	Clinical Research in Cardiology	Medicine & Public Health	1861-0684	1861-0692	2018	Springer
10.1007/s10029-018-1809-x	ki	Hernia	Medicine & Public Health	1265-4906	1248-9204	2018	Springer
10.1007/s10714-018-2436-7	kth	General Relativity and Gravitation	Physics	0001-7701	1572-9532	2018	Springer
10.1007/s10935-018-0520-0	liu	The Journal of Primary Prevention	Medicine & Public Health	0278-095X	1573-6547	2018	Springer
10.1007/s00710-018-0623-6	nrm	Mineralogy and Petrology	Earth Sciences	0930-0708	1438-1168	2018	Springer
10.1007/s00508-018-1368-2	umu	Wiener klinische Wochenschrift	Medicine & Public Health	0043-5325	1613-7671	2018	Springer
10.1007/s40272-018-0307-z	lu	Pediatric Drugs	Medicine & Public Health	1174-5878	1179-2019	2018	Springer
10.1007/s10661-018-6900-3	slu	Environmental Monitoring and Assessment	Environment	0167-6369	1573-2959	2018	Springer
10.1007/s11406-018-0019-1	lu	Philosophia	Philosophy	0048-3893	1574-9274	2018	Springer
10.1007/s11422-018-9882-0	hh	Cultural Studies of Science Education	Education	1871-1502	1871-1510	2018	Springer
10.1007/s11019-018-9865-7	ki	"Medicine, Health Care and Philosophy"	Philosophy	1386-7423	1572-8633	2018	Springer
10.1007/s12550-018-0323-4	slu	Mycotoxin Research	Life Sciences	0178-7888	1867-1632	2018	Springer
10.1007/s00420-018-1349-9	ki	International Archives of Occupational and Environmental Health	Environment	0340-0131	1432-1246	2018	Springer
10.1007/s00586-018-5742-6	ki	European Spine Journal	Medicine & Public Health	0940-6719	1432-0932	2018	Springer
10.1007/s10111-018-0519-6	gu	"Cognition, Technology & Work"	Computer Science	1435-5558	1435-5566	2018	Springer
10.1007/s12220-018-0078-3	cth	The Journal of Geometric Analysis	Mathematics	1050-6926	1559-002X	2018	Springer
10.1007/s12144-018-9948-x	hv	Current Psychology	Psychology	1046-1310	1936-4733	2018	Springer
10.1007/s12020-018-1723-0	ki	Endocrine	Medicine & Public Health	1355-008X	1559-0100	2018	Springer
10.1007/s10994-018-5753-x	hj	Machine Learning	Computer Science	0885-6125	1573-0565	2018	Springer
10.1007/s12020-018-1687-0	ki	Endocrine	Medicine & Public Health	1355-008X	1559-0100	2018	Springer
10.1007/s00455-018-9937-0	ki	Dysphagia	Medicine & Public Health	0179-051X	1432-0460	2018	Springer
10.1007/s10886-018-1008-3	slu	Journal of Chemical Ecology	Life Sciences	0098-0331	1573-1561	2018	Springer
10.1208/s12248-018-0232-7	cth	The AAPS Journal	Biomedicine		1550-7416	2018	Springer
10.1007/s11841-018-0678-1	uu	Sophia	Philosophy	0038-1527	1873-930X	2018	Springer
10.1007/s10654-018-0430-8	ki	European Journal of Epidemiology	Medicine & Public Health	0393-2990	1573-7284	2018	Springer
10.1007/s10543-018-0719-8	cth	BIT Numerical Mathematics	Mathematics	0006-3835	1572-9125	2018	Springer
10.1007/s10336-018-1593-5	uu	Journal of Ornithology	Life Sciences	2193-7192	2193-7206	2018	Springer
10.1007/s00277-018-3437-z	uu	Annals of Hematology	Medicine & Public Health	0939-5555	1432-0584	2018	Springer
10.1007/s00181-018-1525-5	oru	Empirical Economics	Economics	0377-7332	1435-8921	2018	Springer
10.1007/s12122-018-9272-0	su	Journal of Labor Research	Social Sciences	0195-3613	1936-4768	2018	Springer
10.1007/s00268-018-4767-7	lu	World Journal of Surgery	Medicine & Public Health	0364-2313	1432-2323	2018	Springer
10.1007/s40258-018-0418-2	ki	Applied Health Economics and Health Policy	Medicine & Public Health	1175-5652	1179-1896	2018	Springer
10.1007/s41347-018-0067-1	mdh	Journal of Technology in Behavioral Science	Psychology		2366-5963	2018	Springer
10.1007/s10901-018-9623-4	kth	Journal of Housing and the Built Environment	Social Sciences	1566-4910	1573-7772	2018	Springer
10.1007/s11118-018-9722-6	kth	Potential Analysis	Mathematics	0926-2601	1572-929X	2018	Springer
10.1007/s00442-018-4234-z	gu	Oecologia	Life Sciences	0029-8549	1432-1939	2018	Springer
10.1007/s00238-018-1444-x	gu	European Journal of Plastic Surgery	Medicine & Public Health	0930-343X	1435-0130	2018	Springer
10.1007/s00296-018-4140-z	ki	Rheumatology International	Medicine & Public Health	0172-8172	1437-160X	2018	Springer
10.1007/s00520-018-4436-2	gu	Supportive Care in Cancer	Medicine & Public Health	0941-4355	1433-7339	2018	Springer
10.1007/s00248-018-1244-7	umu	Microbial Ecology	Life Sciences	0095-3628	1432-184X	2018	Springer
10.1007/s11669-018-0673-9	kth	Journal of Phase Equilibria and Diffusion	Physics	1547-7037	1863-7345	2018	Springer
10.1007/s10924-018-1290-8	cth	Journal of Polymers and the Environment	Chemistry	1566-2543	1572-8919	2018	Springer
10.1007/s10597-018-0307-z	mau	Community Mental Health Journal	Medicine & Public Health	0010-3853	1573-2789	2018	Springer
10.1208/s12248-018-0251-4	uu	The AAPS Journal	Biomedicine		1550-7416	2018	Springer
10.1007/s40687-018-0153-1	kth	Research in the Mathematical Sciences	Mathematics	2522-0144	2197-9847	2018	Springer
10.1007/s11160-018-9532-3	su	Reviews in Fish Biology and Fisheries	Life Sciences	0960-3166	1573-5184	2018	Springer
10.1007/s10272-018-0748-1	gu	Intereconomics	Economics			2018	Springer
10.1007/s10705-018-9952-4	slu	Nutrient Cycling in Agroecosystems	Life Sciences	1385-1314	1573-0867	2018	Springer
10.1007/s10677-018-9931-5	uu	Ethical Theory and Moral Practice	Philosophy	1386-2820	1572-8447	2018	Springer
10.1007/s11098-018-1167-7	su	Philosophical Studies	Philosophy	0031-8116	1573-0883	2018	Springer
10.1007/s10790-018-9660-y	uu	The Journal of Value Inquiry	Philosophy	0022-5363	1573-0492	2018	Springer
10.1007/s11356-018-3183-8	ltu	Environmental Science and Pollution Research	Environment	0944-1344	1614-7499	2018	Springer
10.1007/s00330-018-5710-x	ki	European Radiology	Medicine & Public Health	0938-7994	1432-1084	2018	Springer
10.1007/s00414-018-1916-3	cth	International Journal of Legal Medicine	Medicine & Public Health	0937-9827	1437-1596	2018	Springer
10.1007/s10040-018-1848-5	lu	Hydrogeology Journal	Earth Sciences	1431-2174	1435-0157	2018	Springer
10.1007/s12549-018-0345-0	nrm	Palaeobiodiversity and Palaeoenvironments	Earth Sciences	1867-1594	1867-1608	2018	Springer
10.1007/s10096-018-3367-7	lu	European Journal of Clinical Microbiology & Infectious Diseases	Biomedicine	0934-9723	1435-4373	2018	Springer
10.1007/s11149-018-9365-y	bth	Journal of Regulatory Economics	Economics	0922-680X	1573-0468	2018	Springer
10.1007/s11252-018-0791-5	slu	Urban Ecosystems	Life Sciences	1083-8155	1573-1642	2018	Springer
10.1007/s12649-018-0447-y	hb	Waste and Biomass Valorization	Engineering	1877-2641	1877-265X	2018	Springer
10.1007/s10494-018-9959-6	cth	"Flow, Turbulence and Combustion"	Engineering	1386-6184	1573-1987	2018	Springer
10.1007/s13165-018-0227-9	slu	Organic Agriculture	Life Sciences	1879-4238	1879-4246	2018	Springer
10.1007/s00420-018-1356-x	umu	International Archives of Occupational and Environmental Health	Environment	0340-0131	1432-1246	2018	Springer
10.1007/s00280-018-3690-9	gu	Cancer Chemotherapy and Pharmacology	Medicine & Public Health	0344-5704	1432-0843	2018	Springer
10.1007/s00468-018-1757-1	kth	Trees	Life Sciences	0931-1890	1432-2285	2018	Springer
10.1007/s00531-018-1654-2	su	International Journal of Earth Sciences	Earth Sciences	1437-3254	1437-3262	2018	Springer
10.1007/s12687-018-0385-1	lu	Journal of Community Genetics	Biomedicine	1868-310X	1868-6001	2018	Springer
10.1007/s10458-018-9396-x	umu	Autonomous Agents and Multi-Agent Systems	Computer Science	1387-2532	1573-7454	2018	Springer
10.1007/s10815-018-1318-y	lu	Journal of Assisted Reproduction and Genetics	Medicine & Public Health	1058-0468	1573-7330	2018	Springer
10.1007/s10767-018-9296-8	gu	"International Journal of Politics, Culture, and Society"	Social Sciences	0891-4486	1573-3416	2018	Springer
10.1007/s00380-018-1265-7	ki	Heart and Vessels	Medicine & Public Health	0910-8327	1615-2573	2018	Springer
10.1007/s40999-018-0355-3	kth	International Journal of Civil Engineering	Engineering	1735-0522	2383-3874	2018	Springer
10.1007/s42461-018-0005-y	ltu	"Mining, Metallurgy & Exploration"	Engineering	2524-3462	2524-3470	2018	Springer
10.1007/s40839-018-0060-1	su	Journal of Religious Education	Education	1442-018X	2199-4625	2018	Springer
10.1007/s11098-018-1169-5	gu	Philosophical Studies	Philosophy	0031-8116	1573-0883	2018	Springer
10.1007/s00181-018-1552-2	uu	Empirical Economics	Economics	0377-7332	1435-8921	2018	Springer
10.1007/s00253-018-9366-x	cth	Applied Microbiology and Biotechnology	Life Sciences	0175-7598	1432-0614	2018	Springer
10.1007/s00586-018-5768-9	ki	European Spine Journal	Medicine & Public Health	0940-6719	1432-0932	2018	Springer
10.1007/s12687-018-0389-x	uu	Journal of Community Genetics	Biomedicine	1868-310X	1868-6001	2018	Springer
10.1007/s10916-018-1070-y	hj	Journal of Medical Systems	Medicine & Public Health	0148-5598	1573-689X	2018	Springer
